restaurant_id,restaurant_name,city,cuisine_type,rating
3783,Weaver LLC,Keithmouth,Chinese,4.2
3784,"Hayden, Warren and Williams",East Tracy,Chinese,4.7
3785,"Nelson, Christian and Rivera",New Susantown,North Indian,3.1
3786,George Group,North Jenniferburgh,Italian,3.8
3787,Williams-Banks,New Kennethland,North Indian,3.3
3788,Nelson Inc,West Connie,South Indian,4.4
3789,Boone-Rogers,Castroborough,South Indian,3.2
3790,King LLC,New Mitchell,Chinese,4.3
3791,Woodard and Sons,Amyburgh,Italian,3.6
3792,Turner Ltd,Lake Lindsey,Fast Food,3.4
3793,Kent Inc,North Deanna,Italian,4.9
3794,"Martinez, Moreno and Alexander",Port Donald,South Indian,3.0
3795,Martinez Group,Susanburgh,Fast Food,3.9
3796,Nelson Ltd,Victoriamouth,Italian,3.0
3797,"Roman, Mccarty and Hester",Oliviatown,Italian,4.0
3798,Nguyen and Sons,Teresaborough,Fast Food,4.0
3799,"Hurst, Baker and Flores",New Albertside,South Indian,3.6
3800,Peterson Group,East Jennifermouth,Italian,3.3
3801,Marsh Group,South Laurafurt,Fast Food,3.8
3802,Roberts-Smith,Port Madison,Biryani,4.3
3803,Hall LLC,New Samantha,Biryani,4.6
3804,Barrett and Sons,West Jamesbury,South Indian,4.1
3805,"Maldonado, Wilson and Barajas",South Todd,Fast Food,4.2
3806,Smith Group,East Carlaview,Biryani,3.4
3807,Nguyen-Phillips,Josephview,Fast Food,3.6
3808,Jones-Bell,Sparksberg,Italian,3.3
3809,"Meyer, Nash and Young",Lake Nicholas,South Indian,3.5
3810,Mccoy and Sons,Lake Matthewstad,Biryani,3.4
3811,Miller-Alvarez,Beasleytown,Italian,4.0
3812,West and Sons,Patrickton,North Indian,4.1
3813,"Rose, Anderson and Morgan",Lanestad,North Indian,4.9
3814,"Boyd, Shelton and Young",Ericamouth,South Indian,3.4
3815,Santos and Sons,Joneschester,Biryani,4.3
3816,Baker-Chan,Marshborough,Biryani,4.6
3817,Mccoy-Larson,West Sandrabury,Biryani,4.1
3818,Choi PLC,Ronaldshire,Fast Food,3.5
3819,"Pugh, Reynolds and Smith",East Amyville,Italian,3.5
3820,"Medina, Hawkins and Mann",Lake Cathy,Biryani,3.1
3821,Gilmore-Richardson,Gutierrezburgh,Italian,3.6
3822,Kelly-Rubio,Baileyport,South Indian,4.5
3823,"Padilla, Warren and Sanchez",Lake Luisfurt,Biryani,3.1
3824,"Barnes, Powell and Ferguson",New Crystalland,South Indian,3.4
3825,Stephens Group,Lake Abigail,Biryani,4.4
3826,Rodriguez and Sons,Whitefort,North Indian,4.6
3827,"Woods, Rogers and Leonard",West Christinashire,Chinese,3.9
3828,Johnson and Sons,Johnhaven,South Indian,4.4
3829,"Smith, Simon and Crawford",North Vanessa,Biryani,3.8
3830,"Howard, Jackson and Sparks",New Phyllisview,Chinese,3.3
3831,Romero Inc,East Jeanhaven,South Indian,3.8
3832,Hammond LLC,Lindaside,Fast Food,4.2
3833,"Tanner, Hanna and Frey",Roweshire,Biryani,4.9
3834,Bass Ltd,Lake Antonio,Fast Food,3.1
3835,Hernandez-Brown,North Jodi,North Indian,4.0
3836,"Moses, Little and Adkins",North Melissashire,Biryani,3.7
3837,Fisher PLC,South Thomaston,North Indian,4.0
3838,Tucker Group,Robertstad,Chinese,3.0
3839,Castillo Ltd,North Tracy,South Indian,3.6
3840,Smith Group,Morrisfort,Italian,4.6
3841,Velasquez and Sons,Parkerfurt,North Indian,4.1
3842,"Bauer, Page and Clay",Josephbury,Italian,3.9
3843,Smith and Sons,Dannyshire,Italian,3.6
3844,Hernandez Inc,Bradleymouth,South Indian,3.6
3845,Clark-Wang,East Ritastad,Chinese,3.8
3846,Shelton PLC,Larsonberg,South Indian,4.7
3847,Watts and Sons,Gentryland,Biryani,4.9
3848,Brady Inc,Raymondville,North Indian,3.9
3849,"Cooper, Anthony and Combs",South Jennifer,Italian,3.8
3850,Padilla-Perez,Levyborough,South Indian,4.7
3851,Johnson-Bush,Donnafurt,South Indian,3.9
3852,Nelson Inc,Jordanland,South Indian,4.1
3853,Schultz and Sons,Adamsside,North Indian,3.5
3854,"Rivera, Morse and Valdez",Staceyborough,Chinese,4.5
3855,"Hernandez, Chavez and Thomas",New Kimberly,South Indian,4.1
3856,"Small, Reid and Watts",Ashleytown,North Indian,4.6
3857,Nguyen Group,Morrowside,Italian,4.6
3858,Arroyo-Edwards,Alyssahaven,Biryani,3.4
3859,White-Castro,Markfort,Fast Food,4.4
3860,Washington-Olson,Port Kathleen,North Indian,4.6
3861,Barnett-Morales,New Juan,Fast Food,3.7
3862,"Davis, Roberts and Lane",Lake Michaelbury,South Indian,3.3
3863,Herring-Kent,Gilmorestad,South Indian,3.0
3864,"Harrison, Weeks and Lee",Caseyville,North Indian,3.9
3865,Woods-Ross,Port Patrickside,Fast Food,3.7
3866,"Armstrong, Rivera and Weeks",Patriciaborough,South Indian,4.1
3867,"Bullock, Hill and Hoffman",New Abigailhaven,Italian,3.4
3868,"Merritt, Knight and Sanchez",Schultzshire,Chinese,4.7
3869,"Morrison, Gray and Pittman",West Jackie,Chinese,3.5
3870,Bradley Inc,New Nathan,South Indian,3.5
3871,Gillespie Ltd,West Melindaland,Fast Food,4.0
3872,Murphy Group,Haydenport,Biryani,4.0
3873,"Pratt, Hines and Key",Port Alexis,South Indian,3.4
3874,Adams Ltd,West Jenniferhaven,Biryani,3.5
3875,Knight PLC,South Melanieside,Biryani,3.3
3876,"Campos, Becker and English",Port Ashlee,Fast Food,4.4
3877,Richardson-Barrera,Brettfort,Biryani,4.5
3878,Vargas and Sons,Robertsview,Italian,3.9
3879,Key PLC,North Tyler,Fast Food,4.4
3880,Gonzalez-Little,Brendafort,South Indian,4.5
3881,Hendricks Group,West Sandra,Italian,3.3
3882,"May, Delgado and Contreras",Sophiabury,North Indian,4.9
3883,Wolfe Ltd,South Jenniferside,Chinese,4.6
3884,Mcgrath PLC,West Nicoleside,South Indian,3.4
3885,Moore-Zhang,Wellshaven,South Indian,3.4
3886,Hull LLC,Barnesfurt,South Indian,3.3
3887,"Hernandez, Garcia and Lester",Port Wesley,Italian,3.3
3888,"Johnson, Parker and Jenkins",Carlostown,North Indian,4.5
3889,"Noble, Huang and Carlson",Evansbury,Fast Food,3.9
3890,Sanford-Cruz,North Karenland,North Indian,4.6
3891,Randolph-Sims,Angelabury,Italian,4.5
3892,"Johnson, Carter and Turner",Jeffreyton,South Indian,4.2
3893,Lewis LLC,Garciaville,Chinese,4.4
3894,Hoffman-Nelson,Mosleyhaven,South Indian,3.0
3895,Perez-Roberts,Lake Williamfort,Fast Food,3.6
3896,"Phillips, Jensen and Watson",Stanleyview,Biryani,4.3
3897,Jenkins LLC,South Ericville,Chinese,3.0
3898,Bentley-Roy,East Andrewland,South Indian,3.1
3899,Villarreal-Allen,Lake Melissa,Chinese,4.7
3900,Smith and Sons,Annside,Biryani,4.4
3901,"Johnson, Garcia and Horne",Franklinmouth,North Indian,3.5
3902,Thomas-Medina,South Davidview,Italian,4.4
3903,"Rangel, Johnson and Carey",New Austintown,South Indian,4.6
3904,"Lynn, Collins and Jones",North Kevin,Fast Food,3.6
3905,Ramsey LLC,Adamton,North Indian,3.1
3906,Bauer-Ruiz,New Chad,South Indian,4.9
3907,"Conrad, Hayden and Martinez",West Anthonyfurt,North Indian,3.7
3908,Sanchez Ltd,Rushmouth,Fast Food,3.2
3909,Hernandez Group,West Jessicaland,South Indian,4.0
3910,"Jackson, Arnold and Jimenez",West Tiffanyberg,Biryani,4.5
3911,"Montoya, Willis and Blackwell",Denisehaven,Biryani,3.4
3912,"Butler, Johnson and Johnson",Lake Elizabethberg,Fast Food,3.5
3913,Davis-Nichols,Andersonside,Chinese,3.5
3914,Jones-Love,Port Laurachester,Fast Food,5.0
3915,Cook-Calhoun,Christinaland,Chinese,3.4
3916,Waters-Daniel,Hubbardland,South Indian,4.2
3917,"Clark, Chandler and Murillo",Pottsville,Chinese,4.9
3918,Glenn PLC,North Kimberly,South Indian,3.3
3919,"Mitchell, Zuniga and King",New Cameron,South Indian,4.9
3920,Riddle-Doyle,Harrymouth,Italian,4.9
3921,"Bryant, Kaiser and Nelson",Leonfurt,South Indian,4.8
3922,Palmer-Richardson,Melissabury,Chinese,3.4
3923,Arias-Olson,Williamtown,Italian,4.3
3924,Thompson-Thompson,Benjaminview,Italian,4.5
3925,"Davis, Adams and Rodriguez",Jillton,South Indian,5.0
3926,"Black, Cochran and Johnson",Matthewfurt,Fast Food,3.4
3927,Jacobs-Castro,Milesburgh,Fast Food,4.5
3928,"Smith, Flores and Brown",North David,Biryani,3.7
3929,"White, Hancock and Lucas",Deleonmouth,Italian,3.4
3930,Smith Group,Traciborough,South Indian,3.8
3931,Hudson-Harrington,Nelsonchester,Fast Food,4.6
3932,Baxter-Hawkins,South Steven,South Indian,3.9
3933,Chavez Group,East Brianafurt,South Indian,4.1
3934,"Parker, Peterson and Russo",Ramirezton,Italian,5.0
3935,Ellis-Pearson,Port Julia,Biryani,3.8
3936,"Mitchell, Hardin and Hughes",Baileyfort,Italian,4.2
3937,Price-Perez,Lake Ryanchester,North Indian,3.7
3938,Smith Ltd,New Carolberg,Fast Food,3.8
3939,Moore-Mcdonald,Heathershire,Fast Food,4.4
3940,Hardy and Sons,Andreabury,Fast Food,4.9
3941,Price LLC,New Calebtown,Chinese,4.1
3942,Harvey-Smith,Amandamouth,South Indian,4.5
3943,Williams and Sons,New Ianfort,Italian,3.2
3944,Bradshaw-Johnson,New Debbie,Fast Food,3.4
3945,Edwards-Smith,Lake Breannaville,North Indian,4.0
3946,"Mcdonald, Roberts and Murphy",Travisland,Fast Food,3.0
3947,Graham Ltd,Andersonton,Biryani,3.5
3948,Stokes and Sons,Lake Brendan,South Indian,4.0
3949,Walker-Pugh,Debraberg,South Indian,3.0
3950,Jones-Ellis,Derekland,Italian,3.5
3951,Morgan Ltd,Brandonberg,Chinese,4.0
3952,Marsh-Walker,Geraldbury,Italian,4.1
3953,Romero PLC,Abigailstad,Fast Food,4.9
3954,"Johnson, Henry and Bates",Brownshire,Biryani,4.3
3955,Bowman Ltd,West Susanchester,North Indian,3.8
3956,"Price, Wagner and Miller",Port Dianeberg,Italian,4.9
3957,Chapman Ltd,Carterton,Chinese,4.6
3958,Castaneda LLC,East Donna,Italian,3.4
3959,"Shannon, Murray and Parker",Whitefurt,South Indian,3.3
3960,"Thomas, Miranda and Dudley",South Codyview,Fast Food,4.4
3961,"Logan, Blair and Moreno",Schroederchester,Fast Food,4.1
3962,Morris PLC,North Bryan,Fast Food,4.6
3963,Stark-Bradley,Allisonview,Fast Food,4.5
3964,Duffy-Garrett,East Sherrichester,Fast Food,4.3
3965,"Navarro, George and Davis",Marybury,Fast Food,5.0
3966,Gonzalez Ltd,Wrightton,North Indian,4.1
3967,Marquez Inc,North Alyssaborough,Chinese,3.2
3968,Barrett-Johnson,Mcgrathview,Fast Food,4.7
3969,Scott-Goodwin,South Carolinemouth,Chinese,3.5
3970,Miller Inc,East Bradley,Biryani,4.6
3971,Baker-Williams,North Joanna,Fast Food,4.9
3972,"Kaufman, Valdez and Miller",Schwartzmouth,Italian,4.4
3973,"Hernandez, Fuller and Evans",Daleshire,Fast Food,4.2
3974,Brooks PLC,Hollandberg,South Indian,3.9
3975,Walker LLC,Port Jeffreyside,North Indian,3.7
3976,Jackson LLC,Brianland,Italian,3.7
3977,"Vazquez, Fitzpatrick and Hoffman",Fisherfort,Italian,4.3
3978,"Welch, Obrien and Sanders",Foleyshire,South Indian,4.5
3979,Mayo Inc,Jennifershire,Fast Food,4.4
3980,"Lopez, Hopkins and Figueroa",North Jeremiah,North Indian,3.4
3981,"Burke, Lawrence and Davies",Simsshire,Italian,4.0
3982,"Mclean, Maxwell and Dawson",Lake Erinborough,North Indian,4.6
3983,Hunt and Sons,Janiceport,Italian,4.0
3984,Mcmillan-Tucker,Josephton,Fast Food,4.1
3985,Lopez-Braun,Gonzalezview,Biryani,4.5
3986,Kemp-Grimes,Mooreview,Italian,4.3
3987,Stephens-Fernandez,North Maryland,Biryani,3.8
3988,"Benitez, Marsh and Nguyen",Justinview,Italian,4.8
3989,Singh Inc,South Sarah,Chinese,3.3
3990,"Stevens, Rocha and Morris",North William,Fast Food,5.0
3991,Adams Group,South Jeremy,South Indian,3.2
3992,Quinn-Long,Annborough,Biryani,3.0
3993,"Kirk, Williams and Wolfe",Wendyton,South Indian,4.8
3994,Patel-Nash,New Brianna,Fast Food,3.5
3995,Berry and Sons,Sullivanmouth,South Indian,4.5
3996,Gutierrez and Sons,Jamesburgh,Fast Food,4.6
3997,Forbes-Russell,South Vanessa,South Indian,4.7
3998,Mckee-Baldwin,South Denise,Biryani,5.0
3999,Knight and Sons,Port Chelsea,Chinese,3.6
4000,Newton Inc,Port Valerie,South Indian,4.4
4001,"Bray, Jones and Warren",Matthewmouth,Biryani,3.2
4002,Hamilton Ltd,Hardingview,Italian,3.8
4003,Martinez Ltd,South Tabithaton,Fast Food,4.7
4004,Nelson Group,Davidport,North Indian,3.7
4005,"Hart, Taylor and Gates",Stephenmouth,North Indian,4.2
4006,Fitzgerald Inc,Melindaland,Fast Food,4.0
4007,"Anderson, Johnson and White",Andrewmouth,Chinese,4.3
4008,Mccann LLC,South Chelseaside,South Indian,4.9
4009,Mendoza-Tanner,Port Stephenside,Chinese,3.1
4010,"Miller, Chambers and Holland",East Sarah,North Indian,4.1
4011,Nolan Ltd,Lake Jeremychester,Biryani,4.7
4012,"Avila, Fisher and Anderson",Port Michael,Fast Food,4.0
4013,Graham Ltd,Susantown,Fast Food,3.2
4014,Rasmussen-Love,Liborough,Chinese,4.1
4015,"Davis, Cole and Hays",Lake Jason,Biryani,3.7
4016,Powell and Sons,Sweeneyfort,Chinese,3.3
4017,"Briggs, Wong and Carr",Cobbside,South Indian,4.7
4018,"Burke, Cardenas and Davidson",Davidmouth,Italian,4.0
4019,"Morales, Brown and Hall",Lake John,Biryani,4.9
4020,"Fisher, Mccoy and Rodriguez",Christianland,Italian,4.6
4021,Hall PLC,South Oscarborough,South Indian,4.4
4022,Strong-York,West Jennifer,Italian,3.0
4023,"Mullins, Ballard and Jackson",Port Douglasside,North Indian,3.9
4024,King-Pena,Heathermouth,Italian,3.4
4025,Gonzalez LLC,New Caleb,South Indian,4.8
4026,Mcdaniel and Sons,East John,Italian,3.3
4027,Warner-Beard,Smithshire,Fast Food,3.6
4028,Porter and Sons,Boyerville,Chinese,4.0
4029,Flores-Wagner,Wellsburgh,North Indian,3.5
4030,Alvarado and Sons,Roberthaven,Fast Food,3.4
4031,Wagner-Smith,Lake Kristin,Fast Food,4.2
4032,Thompson PLC,West Johnmouth,South Indian,3.2
4033,Daniel-Shaw,East Kennethbury,Chinese,3.1
4034,"Lee, Gonzalez and Wilson",North Tammymouth,Chinese,3.7
4035,"Bennett, Young and Smith",East Christina,Biryani,4.4
4036,Humphrey-Howard,Williamville,North Indian,4.1
4037,Jones-Bowers,New Sarah,South Indian,3.8
4038,Fitzgerald-Reed,West Ronald,North Indian,4.1
4039,Bray-Thompson,Wilsonside,Biryani,3.7
4040,"Rodriguez, Adams and Phillips",Lynnmouth,Italian,4.9
4041,Benitez-Hill,Amberborough,Fast Food,3.1
4042,Bradford Ltd,Lake Dawn,North Indian,4.3
4043,"Padilla, Herrera and Rivas",South Gerald,Fast Food,4.8
4044,Stevens-Garcia,New Matthewstad,South Indian,4.6
4045,Luna-Howard,South Michaelhaven,Italian,3.4
4046,Abbott PLC,South Markside,South Indian,3.6
4047,Ramos LLC,South Patrick,Italian,4.4
4048,Williams PLC,West Eric,Italian,3.2
4049,"Cooper, Torres and Ballard",Meredithmouth,Fast Food,4.6
4050,"Evans, Larsen and Thompson",Davisland,South Indian,4.4
4051,"Copeland, Brown and Bender",Victoriaview,South Indian,4.5
4052,"Pitts, Lopez and Porter",Michaelfurt,North Indian,3.2
4053,Zamora-Paul,South Kristin,South Indian,4.4
4054,"Buckley, Vaughan and Harris",Markbury,North Indian,4.4
4055,"Hamilton, Wong and Hendricks",Brooksbury,Chinese,4.7
4056,Miller-Kelly,New David,Chinese,3.1
4057,Tucker Inc,Perezfurt,Chinese,3.0
4058,Wright-Alexander,Lake Daniel,Biryani,3.7
4059,Garcia Group,Mcphersonbury,South Indian,3.3
4060,Holmes and Sons,South Stevenberg,Biryani,4.1
4061,Wood-Peterson,New Victoria,South Indian,4.8
4062,"Clarke, Murphy and Patel",West Christopherstad,North Indian,3.8
4063,Wheeler LLC,Bellland,Biryani,4.7
4064,Davis-Smith,Lake Annamouth,Biryani,3.0
4065,Carter Inc,New Samanthastad,Biryani,3.3
4066,Jones-Duncan,Millerfurt,Italian,3.1
4067,Wilson-Mccarthy,Lake Paulport,North Indian,3.7
4068,"Brown, Jones and Howard",Feliciaview,Chinese,4.8
4069,"Callahan, Colon and Conley",East Stefanie,North Indian,3.2
4070,Gray-Campbell,Jessicaview,Italian,4.2
4071,"Fletcher, Lam and Harris",West Kurtville,South Indian,3.9
4072,"Miller, Wiley and Sanchez",Patriciaview,North Indian,4.9
4073,Vaughan and Sons,East Vincentburgh,Biryani,3.2
4074,Wolf Group,Hensontown,Chinese,3.4
4075,"Hall, Briggs and Reyes",Sherrihaven,Chinese,3.1
4076,Davis-Lee,Candaceport,South Indian,3.9
4077,"Henderson, Maldonado and Mitchell",Michaelfort,North Indian,3.6
4078,"Parker, Hubbard and Hunt",East Joanna,Italian,4.7
4079,Bennett Ltd,South Emilystad,South Indian,4.2
4080,Lewis-Tapia,Margaretville,North Indian,4.2
4081,Gardner Group,Juanfurt,Fast Food,4.1
4082,Miller-Spencer,Danielbury,Chinese,3.2
4083,"Johnson, Edwards and Powell",Jessicatown,Italian,3.9
4084,Palmer-Jones,Dawnville,Biryani,5.0
4085,Thomas-Green,Port Joshuachester,Italian,4.7
4086,"Kennedy, Craig and Willis",Matthewmouth,Biryani,4.8
4087,Huffman-Flores,West Vicki,Italian,4.6
4088,Johnson Ltd,Smithmouth,Chinese,3.2
4089,Sherman Group,Brownchester,Biryani,3.5
4090,"Garcia, White and Johnson",Ryanfurt,North Indian,3.0
4091,Valdez Ltd,South Margaret,Biryani,3.6
4092,Santos and Sons,Amybury,South Indian,3.2
4093,Martinez Group,Martinmouth,North Indian,3.9
4094,Wilkins PLC,Franklinmouth,South Indian,4.4
4095,Padilla PLC,Lake Justin,Italian,4.7
4096,Burch Inc,North Kevin,North Indian,4.5
4097,"Sutton, Young and Jones",Nelsonbury,Italian,4.9
4098,"Berry, Summers and Garcia",Kevinborough,Fast Food,3.1
4099,Gibson Ltd,East Matthewberg,Italian,3.0
4100,"Miller, Johnson and Jackson",North Kathrynborough,Italian,4.3
4101,Vaughan-Maynard,North Juliachester,South Indian,3.6
4102,Diaz-Barnes,Meghanside,Biryani,3.5
4103,Gutierrez-Valdez,Lake Garrettmouth,Fast Food,3.7
4104,Merritt-Henry,Donnaside,Italian,3.5
4105,"Davis, Hamilton and Ali",North Jasonside,Italian,4.0
4106,Perez and Sons,Jessicahaven,Fast Food,3.9
4107,"Campos, Allen and Porter",East Shirley,Fast Food,4.0
4108,Lutz Ltd,Townsendton,North Indian,4.3
4109,"Jackson, Tanner and Smith",Lake Gregory,South Indian,3.8
4110,"Gregory, Sanders and Cox",Youngside,Fast Food,3.5
4111,Flores Ltd,New Vanessa,Fast Food,3.3
4112,Sutton Group,West Aprilborough,Chinese,3.7
4113,Smith-Perez,New Lorrainemouth,Biryani,4.5
4114,Stone Group,Crystalton,Fast Food,4.5
4115,Hampton-Baker,New Erikamouth,South Indian,4.3
4116,Young LLC,East Tammyborough,Biryani,3.5
4117,Harrison-Merritt,South Emilychester,Biryani,4.2
4118,Jones-Davis,West Amyshire,Italian,4.1
4119,Dodson PLC,Port Carolhaven,Italian,4.0
4120,Wheeler and Sons,Karaview,Italian,4.1
4121,Nguyen-Wilson,Laurenbury,Italian,4.0
4122,Davila Ltd,Jordanburgh,Chinese,4.1
4123,Parker LLC,West Stephanieborough,Fast Food,4.4
4124,Lucero Ltd,Gailhaven,Italian,3.2
4125,Jennings-Lewis,Gonzalezbury,North Indian,4.5
4126,Patterson-Klein,Port Kellymouth,Italian,3.3
4127,"Bradford, Gardner and Gutierrez",New Johnport,Fast Food,3.1
4128,"Dorsey, Hubbard and Miller",Melissashire,Italian,5.0
4129,Walter Group,Lake Leonard,Chinese,4.9
4130,"Hale, Dalton and Dixon",Lake Lynnton,South Indian,3.1
4131,"Golden, Olson and Rodriguez",Meyerfurt,South Indian,3.9
4132,Jones-Patel,East Katherinefurt,Fast Food,3.4
4133,Perez-Kelly,Robertville,South Indian,4.0
4134,Martin-Mason,West Kristinport,South Indian,4.7
4135,Moore LLC,Lake Tammy,North Indian,4.9
4136,Franco PLC,Hartmanchester,Fast Food,4.3
4137,Le-Jackson,Tuckershire,Fast Food,3.7
4138,Campbell-Jones,Sanchezmouth,South Indian,4.2
4139,"Young, Stark and Riley",Brownview,South Indian,3.6
4140,"Jones, Norton and Aguilar",New Cathyville,South Indian,4.8
4141,Russell-Sutton,Gallagherberg,Biryani,4.7
4142,Lucero LLC,Huntertown,Chinese,4.1
4143,"Jennings, Martin and Rich",New Joseland,Italian,3.6
4144,Jensen-Navarro,North Nicole,Chinese,3.6
4145,"Reyes, Moore and Mcintosh",East Nicolemouth,Fast Food,3.1
4146,Nelson Group,Lake Nancy,North Indian,4.6
4147,"Page, Joyce and Allen",Mckinneyton,Italian,3.9
4148,Martinez-Morgan,Port Paul,North Indian,3.7
4149,Montoya-Carlson,Port Alyssa,Biryani,3.9
4150,"Bass, Rice and Montgomery",Donnaland,Fast Food,4.6
4151,"Horn, Tate and Bush",Jonesland,Biryani,3.2
4152,"Scott, Chung and Ramirez",Kevinshire,Fast Food,4.7
4153,"Bailey, Cross and Wilson",South Stephanie,North Indian,4.8
4154,Rose Ltd,North Jonathan,North Indian,4.9
4155,Ramsey Ltd,New Ashley,North Indian,3.8
4156,Pollard Inc,Lake Nicholasmouth,Fast Food,3.4
4157,Hughes-Hicks,Josephburgh,South Indian,3.7
4158,Freeman Group,Lake Melaniestad,North Indian,3.7
4159,Matthews-Campbell,West Stephaniebury,Biryani,3.4
4160,"Wilson, Parks and Hill",Hamiltonview,Italian,4.2
4161,"Vargas, Johnson and Anthony",East Amy,Fast Food,4.0
4162,Estrada LLC,Maryburgh,Biryani,4.7
4163,"Conway, Dixon and Rice",New Stephanieshire,Chinese,3.1
4164,Estrada Ltd,Silvachester,Chinese,4.3
4165,Faulkner Inc,North Phillip,Italian,4.5
4166,Hartman Ltd,New Lisa,South Indian,4.5
4167,"Rivas, Bishop and Johnson",Lake Christopher,North Indian,4.8
4168,Evans-Jordan,Jeremytown,Fast Food,4.5
4169,Garcia Ltd,Lake Lisa,Biryani,4.9
4170,Rodriguez Group,Frankhaven,North Indian,3.7
4171,Dixon-Anderson,Jeffreychester,Biryani,4.0
4172,"Williams, Glass and King",East Dana,Fast Food,3.0
4173,Smith-Bentley,Muellermouth,Chinese,3.0
4174,Ortiz-Colon,Elizabethview,North Indian,3.5
4175,Olson and Sons,Brownchester,Italian,3.2
4176,"Meadows, Delgado and Smith",Lake Vicki,South Indian,3.5
4177,"Moss, Walters and Holder",Meganberg,Italian,3.4
4178,Duncan-Williamson,Lake Joshua,South Indian,3.1
4179,Dennis Ltd,East Craigfurt,Biryani,4.8
4180,Hines and Sons,Cobbbury,North Indian,3.0
4181,Watkins-Chan,Calhounshire,North Indian,4.5
4182,Payne-Hubbard,New Keith,South Indian,3.3
4183,Chapman-Carlson,Joycefort,Chinese,4.8
4184,"Stafford, Mckay and Carlson",Davisfurt,Fast Food,4.8
4185,Clark and Sons,East Angela,Italian,4.3
4186,Wilson-Mcclure,North Henryhaven,Biryani,4.3
4187,Melendez Inc,West Ashley,Italian,3.0
4188,"Pittman, Gallagher and Perez",South Jamesview,Italian,5.0
4189,Merritt-Schultz,West Jamesmouth,Biryani,4.8
4190,Rios-Moreno,East Jennifer,Biryani,4.8
4191,George Group,West Ashley,North Indian,4.3
4192,Wilson Group,Joneshaven,Italian,3.7
4193,Morgan LLC,West Kellymouth,Fast Food,4.8
4194,"Ford, Lee and Smith",Collinsfort,Fast Food,3.6
4195,Cooper-Wood,Port Lisaport,South Indian,4.1
4196,Hall Ltd,Frankburgh,Biryani,3.2
4197,Diaz Group,Lake Adriennestad,North Indian,4.8
4198,Smith Inc,Bishopstad,Fast Food,3.3
4199,Sanchez PLC,New Makaylaberg,Chinese,3.4
4200,Hernandez and Sons,Brandonborough,North Indian,4.1
4201,"Scott, Underwood and Fisher",Port Juan,North Indian,4.5
4202,"Johnson, Lambert and Wu",Lake Hannah,Fast Food,4.2
4203,Spencer-Spencer,Harveyhaven,Chinese,3.5
4204,Christian Inc,Nicholemouth,South Indian,3.0
4205,Jones and Sons,Jacobside,Fast Food,4.5
4206,"Smith, Wilkinson and Stevenson",Lake Robertshire,Chinese,5.0
4207,"Burke, Rodriguez and Salazar",Hughesside,North Indian,4.6
4208,Robinson Group,East Teresa,Chinese,3.9
4209,"King, Hayes and Hernandez",South Debraville,North Indian,4.8
4210,Dawson Inc,Robinsonhaven,Fast Food,3.8
4211,"Williams, White and Williams",New Richardtown,Biryani,4.0
4212,"Bird, Rodriguez and Page",Port Jonathanport,Fast Food,4.0
4213,Moody and Sons,Jamesburgh,Italian,3.9
4214,Wagner-Phillips,Stephenburgh,Italian,4.6
4215,Black-Gonzales,North Ryan,Italian,4.1
4216,Griffith Group,Port Kristine,Fast Food,3.6
4217,Barnes-Bailey,Ashleyborough,South Indian,3.5
4218,Glover-Miller,North Jenna,Fast Food,3.1
4219,Butler-Smith,Thomasside,Biryani,4.2
4220,"Davila, Parks and Reilly",Jeffreymouth,Chinese,3.5
4221,Carter LLC,New Jennifer,Fast Food,3.3
4222,Mcneil-Reed,New Tracy,Fast Food,4.3
4223,Michael Ltd,North Matthewport,North Indian,4.4
4224,Goodwin LLC,Nancyland,North Indian,4.5
4225,"Mann, Miller and Rhodes",North Michael,North Indian,4.0
4226,"Powell, Mata and Brown",Cookhaven,Fast Food,4.8
4227,"Wilcox, Robbins and Jones",South Catherine,South Indian,4.9
4228,Moore-Cox,Brittanyport,Chinese,4.6
4229,Pratt-Fitzgerald,Stanleyfurt,Chinese,4.3
4230,"Mcclure, Valentine and Perez",South Natalieport,Biryani,3.6
4231,Pugh-Diaz,Ruizberg,South Indian,5.0
4232,"Francis, Graham and Jenkins",Lake Shannonport,South Indian,3.5
4233,"Miller, Noble and Meyer",New David,Chinese,3.4
4234,"Lee, Evans and Walton",Andrewport,Italian,3.9
4235,Flores-Mendoza,Villarrealshire,North Indian,3.1
4236,"Beard, Hurst and Jenkins",Lake Tammytown,North Indian,5.0
4237,Perry Ltd,Haleyland,Chinese,4.2
4238,Blankenship Inc,South Pamela,South Indian,4.1
4239,Erickson-Kirk,Vanessaport,Biryani,4.3
4240,Wells-Ryan,Lake Logan,Italian,4.0
4241,Jackson-Smith,New Kristinton,Chinese,3.1
4242,"Ellis, Melton and Baxter",Mcdowellview,North Indian,4.2
4243,Duran-Hamilton,Roberttown,Fast Food,4.4
4244,Evans-Miller,South Jose,South Indian,3.8
4245,Franklin Group,Port Karenstad,Fast Food,4.5
4246,"Chang, Rasmussen and Young",East Jamesport,Biryani,3.5
4247,"Sims, Martin and Andrews",Kathrynfort,Chinese,3.4
4248,Young PLC,East Bradleyport,North Indian,3.3
4249,"Jones, Douglas and Lynch",New Jesus,Italian,3.7
4250,Ellis-Greene,Port Jermainetown,Fast Food,4.7
4251,Morgan Ltd,Kaylamouth,Italian,4.7
4252,Baldwin PLC,Andreaborough,Biryani,3.8
